Labels,MFCC Features
1,[-474.2581  -445.78122 -442.61664 ...    0.         0.         0.     ]
1,[-353.97003 -354.56192 -401.12897 ...    0.         0.         0.     ]
1,[-626.3242  -615.34717 -618.61096 ...    0.         0.         0.     ]
1,[-470.17654 -437.11435 -431.42465 ...    0.         0.         0.     ]
1,[-513.42004 -479.67215 -469.18225 ...    0.         0.         0.     ]
1,[-466.6436 -450.4255 -455.4221 ...    0.        0.        0.    ]
1,[-474.90643 -452.23267 -452.2451  ...    0.         0.         0.     ]
1,[-437.66403 -409.92624 -408.76227 ...    0.         0.         0.     ]
1,[-479.03885 -441.40192 -438.81073 ...    0.         0.         0.     ]
1,[-435.02527 -409.42038 -427.84897 ...    0.         0.         0.     ]
1,[-454.65778 -433.7766  -432.8316  ...    0.         0.         0.     ]
1,[-454.02875 -423.13022 -412.23257 ...    0.         0.         0.     ]
1,[-478.76968 -454.7905  -426.71344 ...    0.         0.         0.     ]
1,[-461.1915  -434.5133  -436.79474 ...    0.         0.         0.     ]
1,[-527.78625 -478.78888 -460.0755  ...    0.         0.         0.     ]
1,[-450.84946 -428.06967 -427.76022 ...    0.         0.         0.     ]
1,[-620.9358 -609.9093 -605.1619 ...    0.        0.        0.    ]
1,[-458.50043 -433.85632 -441.76035 ...    0.         0.         0.     ]
1,[-450.17575 -429.5469  -432.95844 ...    0.         0.         0.     ]
1,[-433.53766 -411.1398  -418.28424 ...    0.         0.         0.     ]
1,[-489.83517 -439.64554 -400.64975 ...    0.         0.         0.     ]
1,[-614.2334 -614.2334 -614.2334 ...    0.        0.        0.    ]
1,[-643.40405 -643.40405 -643.40405 ...    0.         0.         0.     ]
1,[-649.59393 -649.59393 -649.59393 ...    0.         0.         0.     ]
1,[-663.65405 -663.65405 -663.65405 ...    0.         0.         0.     ]
1,[-594.76874 -594.76874 -594.76874 ...    0.         0.         0.     ]
1,[-679.90393 -679.90393 -679.90393 ...    0.         0.         0.     ]
1,[-655.5393 -655.5393 -655.5393 ...    0.        0.        0.    ]
1,[-606.4573 -606.4573 -606.4573 ...    0.        0.        0.    ]
1,[-666.136 -666.136 -666.136 ...    0.       0.       0.   ]
1,[-589.376 -589.376 -589.376 ...    0.       0.       0.   ]
1,[-672.24585 -672.24585 -672.24585 ...    0.         0.         0.     ]
1,[-601.2017 -601.2017 -601.2017 ...    0.        0.        0.    ]
1,[-572.6768 -572.6768 -572.6768 ...    0.        0.        0.    ]
1,[-587.7189 -587.7189 -587.7189 ...    0.        0.        0.    ]
1,[-591.33075 -591.33075 -591.33075 ...    0.         0.         0.     ]
1,[-607.8532 -607.8532 -607.8532 ...    0.        0.        0.    ]
1,[-618.6464 -618.6464 -618.6464 ...    0.        0.        0.    ]
1,[-577.27405 -577.27405 -577.27405 ...    0.         0.         0.     ]
1,[-661.01276 -661.01276 -661.01276 ...    0.         0.         0.     ]
1,[-623.9 -623.9 -623.9 ...    0.     0.     0. ]
1,[-632.5644 -632.5644 -632.5644 ...    0.        0.        0.    ]
1,[-560.9481 -560.9481 -560.9481 ...    0.        0.        0.    ]
1,[-666.19196 -666.19196 -666.19196 ...    0.         0.         0.     ]
1,[-668.91144 -668.91144 -668.91144 ...    0.         0.         0.     ]
1,[-571.98773 -571.98773 -571.98773 ...    0.         0.         0.     ]
1,[-661.5867 -661.5867 -661.5867 ...    0.        0.        0.    ]
1,[-560.2336 -560.2336 -560.2336 ...    0.        0.        0.    ]
1,[-637.02014 -637.02014 -637.02014 ...    0.         0.         0.     ]
1,[-583.4222 -583.4222 -583.4222 ...    0.        0.        0.    ]
1,[-633.8071 -633.8071 -633.8071 ...    0.        0.        0.    ]
1,[-572.13477 -572.13477 -572.13477 ...    0.         0.         0.     ]
1,[-695.31665 -695.31665 -695.31665 ...    0.         0.         0.     ]
1,[-694.0036 -694.0036 -694.0036 ...    0.        0.        0.    ]
1,[-669.78436 -669.78436 -669.78436 ...    0.         0.         0.     ]
1,[-627.5873 -627.5873 -627.5873 ...    0.        0.        0.    ]
1,[-601.539 -601.539 -601.539 ...    0.       0.       0.   ]
1,[-637.2916 -637.2916 -637.2916 ...    0.        0.        0.    ]
1,[-674.4276 -674.4276 -674.4276 ...    0.        0.        0.    ]
1,[-619.0136 -619.0136 -619.0136 ...    0.        0.        0.    ]
1,[-673.5681 -673.5681 -673.5681 ...    0.        0.        0.    ]
1,[-688.9333 -688.9333 -688.9333 ...    0.        0.        0.    ]
1,[-561.58203 -561.58203 -561.58203 ...    0.         0.         0.     ]
1,[-612.8759 -612.8759 -612.8759 ...    0.        0.        0.    ]
1,[-604.3501 -604.3501 -604.3501 ...    0.        0.        0.    ]
1,[-664.8775 -664.8775 -664.8775 ...    0.        0.        0.    ]
1,[-596.3486 -596.3486 -596.3486 ...    0.        0.        0.    ]
1,[-608.55005 -608.55005 -608.55005 ...    0.         0.         0.     ]
1,[-671.40814 -671.40814 -671.40814 ...    0.         0.         0.     ]
1,[-664.88293 -664.88293 -664.88293 ...    0.         0.         0.     ]
1,[-573.2715 -573.2715 -573.2715 ...    0.        0.        0.    ]
1,[-584.90247 -584.90247 -584.90247 ...    0.         0.         0.     ]
1,[-659.88995 -659.88995 -659.88995 ...    0.         0.         0.     ]
1,[-369.93    -351.73682 -365.6102  ...    0.         0.         0.     ]
1,[-367.8264  -358.00894 -382.55853 ...    0.         0.         0.     ]
1,[-433.84152 -409.3519  -375.59048 ...    0.         0.         0.     ]
1,[-339.66162 -322.94028 -306.4219  ...    0.         0.         0.     ]
1,[-328.94678 -316.61676 -347.50452 ...    0.         0.         0.     ]
1,"[-205.0223   -112.822685 -133.58215  ...    0.          0.
    0.      ]"
1,[-379.66428 -357.3868  -373.89246 ...    0.         0.         0.     ]
1,[-353.89664 -336.25803 -356.75232 ...    0.         0.         0.     ]
1,[-463.08746 -442.34653 -429.4876  ...    0.         0.         0.     ]
1,[-362.25525 -339.96704 -361.59982 ...    0.         0.         0.     ]
1,[-427.18192 -399.9088  -393.68652 ...    0.         0.         0.     ]
1,[-297.35468 -299.47296 -348.95013 ...    0.         0.         0.     ]
1,[-382.3669  -325.63046 -238.1012  ...    0.         0.         0.     ]
1,[-428.23758 -394.59235 -348.47275 ...    0.         0.         0.     ]
1,[-435.20807 -412.01773 -416.24106 ...    0.         0.         0.     ]
1,[-202.01405 -183.97089 -196.66885 ...    0.         0.         0.     ]
1,[-360.08862 -344.21872 -370.694   ...    0.         0.         0.     ]
1,[-233.73563 -240.68513 -313.68686 ...    0.         0.         0.     ]
1,[-429.2416  -403.5181  -399.86374 ...    0.         0.         0.     ]
1,[-395.47476 -369.28906 -383.2503  ...    0.         0.         0.     ]
1,[-353.30673 -339.56503 -360.1739  ...    0.         0.         0.     ]
1,[-294.66068 -291.17267 -328.08765 ...    0.         0.         0.     ]
1,[-401.15216 -382.5551  -393.1271  ...    0.         0.         0.     ]
1,[-487.09604 -455.2546  -418.2597  ...    0.         0.         0.     ]
1,[-585.1759 -582.8418 -589.9986 ...    0.        0.        0.    ]
1,[-343.43    -320.48648 -335.9347  ...    0.         0.         0.     ]
1,[-483.41373 -398.54642 -328.06326 ...    0.         0.         0.     ]
1,[-396.9337  -375.88608 -387.34958 ...    0.         0.         0.     ]
1,[-318.6168  -207.88307 -201.61542 ...    0.         0.         0.     ]
1,[-479.5701 -409.2143 -396.1134 ...    0.        0.        0.    ]
1,[-406.78018 -382.91376 -394.24457 ...    0.         0.         0.     ]
1,[-468.69766 -439.2518  -433.7741  ...    0.         0.         0.     ]
1,[-313.7446  -302.4267  -336.40976 ...    0.         0.         0.     ]
1,[-318.96722 -303.15005 -329.51132 ...    0.         0.         0.     ]
1,[-441.6259  -415.036   -405.53085 ...    0.         0.         0.     ]
1,[-445.03082 -215.39964 -127.2927  ...    0.         0.         0.     ]
1,[-314.35687 -315.56888 -364.46198 ...    0.         0.         0.     ]
1,[-375.18933 -354.0843  -376.27902 ...    0.         0.         0.     ]
1,[-319.34723 -311.2032  -349.70053 ...    0.         0.         0.     ]
1,[-640.18665 -640.18665 -592.77246 ...    0.         0.         0.     ]
1,[-593.8653 -593.8653 -593.5671 ...    0.        0.        0.    ]
1,[-620.97144 -620.97144 -615.6469  ...    0.         0.         0.     ]
1,[-641.8922 -641.8922 -634.3547 ...    0.        0.        0.    ]
1,[-610.13617 -610.13617 -610.0814  ...    0.         0.         0.     ]
1,[-630.6405 -630.6405 -619.484  ...    0.        0.        0.    ]
1,[-619.4548 -619.4548 -619.1794 ...    0.        0.        0.    ]
1,[-585.3008 -585.3008 -585.3008 ...    0.        0.        0.    ]
1,[-605.29395 -605.29395 -584.6503  ...    0.         0.         0.     ]
1,[-609.8868  -609.8868  -608.35535 ...    0.         0.         0.     ]
1,[-596.92346 -596.92346 -595.4986  ...    0.         0.         0.     ]
1,[-603.1589 -603.1589 -600.9112 ...    0.        0.        0.    ]
1,[-609.309  -609.309  -587.6969 ...    0.        0.        0.    ]
1,[-604.65594 -604.65594 -604.2637  ...    0.         0.         0.     ]
1,[-605.3502 -605.3502 -605.3502 ...    0.        0.        0.    ]
1,[-602.43176 -602.43176 -600.3235  ...    0.         0.         0.     ]
1,[-606.6742 -606.6742 -606.6742 ...    0.        0.        0.    ]
1,[-600.4146  -600.4146  -590.98785 ...    0.         0.         0.     ]
1,[-601.6008 -601.6008 -601.6008 ...    0.        0.        0.    ]
1,[-613.88385 -613.88385 -608.65094 ...    0.         0.         0.     ]
1,[-599.58954 -599.58954 -576.13434 ...    0.         0.         0.     ]
1,[-597.24286 -597.24286 -596.981   ...    0.         0.         0.     ]
1,[-604.5977 -604.5977 -601.0682 ...    0.        0.        0.    ]
1,[-611.2997  -611.2997  -611.28516 ...    0.         0.         0.     ]
1,[-613.1673 -613.1673 -611.8619 ...    0.        0.        0.    ]
1,[-594.80334 -594.80334 -594.43646 ...    0.         0.         0.     ]
1,[-596.5357 -596.5357 -595.9964 ...    0.        0.        0.    ]
1,[-594.68506 -594.68506 -592.7413  ...    0.         0.         0.     ]
1,[-611.0528 -611.0528 -608.9373 ...    0.        0.        0.    ]
1,[-637.4281 -637.4281 -627.6844 ...    0.        0.        0.    ]
1,[-598.20593 -598.20593 -598.08075 ...    0.         0.         0.     ]
1,[-595.1979  -595.1979  -592.74536 ...    0.         0.         0.     ]
1,[-603.9609 -603.9609 -586.7957 ...    0.        0.        0.    ]
1,[-629.1767 -629.1767 -599.9508 ...    0.        0.        0.    ]
1,[-599.0199 -599.0199 -596.5786 ...    0.        0.        0.    ]
1,[-590.1815  -590.1815  -589.67804 ...    0.         0.         0.     ]
1,[-595.1418 -595.1418 -595.1418 ...    0.        0.        0.    ]
1,[-619.00604 -619.00604 -606.72015 ...    0.         0.         0.     ]
1,[-581.7229  -581.7229  -576.51605 ...    0.         0.         0.     ]
1,[-555.38763 -555.38763 -555.38763 ...    0.         0.         0.     ]
1,[-567.872 -567.872 -565.94  ...    0.       0.       0.   ]
1,[-629.95685 -629.95685 -629.50964 ...    0.         0.         0.     ]
1,[-613.2157 -613.2157 -613.2157 ...    0.        0.        0.    ]
1,[-583.2448 -583.2448 -583.2448 ...    0.        0.        0.    ]
1,[-623.6116 -623.6116 -623.6116 ...    0.        0.        0.    ]
1,[-624.7252 -624.7252 -624.7252 ...    0.        0.        0.    ]
1,[-605.41626 -605.41626 -605.41626 ...    0.         0.         0.     ]
1,[-674.52606 -674.52606 -674.52606 ...    0.         0.         0.     ]
1,[-653.49805 -653.49805 -653.49805 ...    0.         0.         0.     ]
1,[-629.0796 -629.0796 -629.0796 ...    0.        0.        0.    ]
1,[-661.6768 -661.6768 -661.6768 ...    0.        0.        0.    ]
1,[-694.10645 -694.10645 -694.10645 ...    0.         0.         0.     ]
1,[-681.9119 -681.9119 -681.9119 ...    0.        0.        0.    ]
1,[-648.3509 -648.3509 -648.3509 ...    0.        0.        0.    ]
1,[-633.38837 -633.38837 -633.38837 ...    0.         0.         0.     ]
1,[-666.3935 -666.3935 -666.3935 ...    0.        0.        0.    ]
1,[-650.0211 -650.0211 -650.0211 ...    0.        0.        0.    ]
1,[-638.15045 -638.15045 -638.15045 ...    0.         0.         0.     ]
1,[-648.16406 -648.16406 -648.16406 ...    0.         0.         0.     ]
1,[-658.12744 -658.12744 -658.12744 ...    0.         0.         0.     ]
1,[-629.54346 -629.54346 -629.54346 ...    0.         0.         0.     ]
1,[-670.6964 -670.6964 -670.6964 ...    0.        0.        0.    ]
1,[-625.44006 -625.44006 -625.44006 ...    0.         0.         0.     ]
1,[-650.1102 -650.1102 -650.1102 ...    0.        0.        0.    ]
1,[-666.4117 -666.4117 -666.4117 ...    0.        0.        0.    ]
1,[-668.72473 -668.72473 -668.72473 ...    0.         0.         0.     ]
1,[-661.1695 -661.1695 -661.1695 ...    0.        0.        0.    ]
1,[-654.9745 -654.9745 -654.9745 ...    0.        0.        0.    ]
1,[-620.18335 -620.18335 -620.18335 ...    0.         0.         0.     ]
1,[-642.168 -642.168 -642.168 ...    0.       0.       0.   ]
1,[-683.99603 -683.99603 -683.99603 ...    0.         0.         0.     ]
1,[-649.449 -649.449 -649.449 ...    0.       0.       0.   ]
1,[-668.1226 -668.1226 -668.1226 ...    0.        0.        0.    ]
1,[-651.85034 -651.85034 -651.85034 ...    0.         0.         0.     ]
1,[-631.4784 -631.4784 -631.4784 ...    0.        0.        0.    ]
1,[-639.03546 -639.03546 -639.03546 ...    0.         0.         0.     ]
1,[-646.9604 -646.9604 -646.9604 ...    0.        0.        0.    ]
1,[-681.55804 -681.55804 -681.55804 ...    0.         0.         0.     ]
1,[-643.49475 -643.49475 -643.49475 ...    0.         0.         0.     ]
1,[-679.37836 -679.37836 -679.37836 ...    0.         0.         0.     ]
1,[-690.77966 -690.77966 -690.77966 ...    0.         0.         0.     ]
1,[-635.4443 -635.4443 -635.4443 ...    0.        0.        0.    ]
1,[-672.5924 -672.5924 -672.5924 ...    0.        0.        0.    ]
1,[-664.21295 -664.21295 -664.21295 ...    0.         0.         0.     ]
1,[-652.2367 -652.2367 -652.2367 ...    0.        0.        0.    ]
1,[-647.2301 -647.2301 -647.2301 ...    0.        0.        0.    ]
1,[-672.2784 -672.2784 -672.2784 ...    0.        0.        0.    ]
1,[-625.809 -625.809 -625.809 ...    0.       0.       0.   ]
1,[-644.8733 -644.8733 -644.8733 ...    0.        0.        0.    ]
1,[-614.2334 -614.2334 -614.2334 ...    0.        0.        0.    ]
1,[-643.40405 -643.40405 -643.40405 ...    0.         0.         0.     ]
1,[-649.59393 -649.59393 -649.59393 ...    0.         0.         0.     ]
1,[-663.65405 -663.65405 -663.65405 ...    0.         0.         0.     ]
1,[-594.76874 -594.76874 -594.76874 ...    0.         0.         0.     ]
1,[-679.90393 -679.90393 -679.90393 ...    0.         0.         0.     ]
1,[-655.5393 -655.5393 -655.5393 ...    0.        0.        0.    ]
1,[-606.4573 -606.4573 -606.4573 ...    0.        0.        0.    ]
1,[-666.136 -666.136 -666.136 ...    0.       0.       0.   ]
1,[-589.376 -589.376 -589.376 ...    0.       0.       0.   ]
1,[-672.24585 -672.24585 -672.24585 ...    0.         0.         0.     ]
1,[-601.2017 -601.2017 -601.2017 ...    0.        0.        0.    ]
1,[-572.6768 -572.6768 -572.6768 ...    0.        0.        0.    ]
1,[-587.7189 -587.7189 -587.7189 ...    0.        0.        0.    ]
1,[-591.33075 -591.33075 -591.33075 ...    0.         0.         0.     ]
1,[-607.8532 -607.8532 -607.8532 ...    0.        0.        0.    ]
1,[-618.6464 -618.6464 -618.6464 ...    0.        0.        0.    ]
1,[-577.27405 -577.27405 -577.27405 ...    0.         0.         0.     ]
1,[-661.01276 -661.01276 -661.01276 ...    0.         0.         0.     ]
1,[-623.9 -623.9 -623.9 ...    0.     0.     0. ]
1,[-560.9481 -560.9481 -560.9481 ...    0.        0.        0.    ]
1,[-666.19196 -666.19196 -666.19196 ...    0.         0.         0.     ]
1,[-668.91144 -668.91144 -668.91144 ...    0.         0.         0.     ]
1,[-571.98773 -571.98773 -571.98773 ...    0.         0.         0.     ]
1,[-661.5867 -661.5867 -661.5867 ...    0.        0.        0.    ]
1,[-560.2336 -560.2336 -560.2336 ...    0.        0.        0.    ]
1,[-583.4222 -583.4222 -583.4222 ...    0.        0.        0.    ]
1,[-633.8071 -633.8071 -633.8071 ...    0.        0.        0.    ]
1,[-572.13477 -572.13477 -572.13477 ...    0.         0.         0.     ]
1,[-695.31665 -695.31665 -695.31665 ...    0.         0.         0.     ]
1,[-694.0036 -694.0036 -694.0036 ...    0.        0.        0.    ]
1,[-671.16833 -671.16833 -671.16833 ...    0.         0.         0.     ]
1,[-669.78436 -669.78436 -669.78436 ...    0.         0.         0.     ]
1,[-627.5873 -627.5873 -627.5873 ...    0.        0.        0.    ]
1,[-601.539 -601.539 -601.539 ...    0.       0.       0.   ]
1,[-637.2916 -637.2916 -637.2916 ...    0.        0.        0.    ]
1,[-674.4276 -674.4276 -674.4276 ...    0.        0.        0.    ]
1,[-619.0136 -619.0136 -619.0136 ...    0.        0.        0.    ]
1,[-664.34406 -664.34406 -664.34406 ...    0.         0.         0.     ]
1,[-673.5681 -673.5681 -673.5681 ...    0.        0.        0.    ]
1,[-688.9333 -688.9333 -688.9333 ...    0.        0.        0.    ]
1,[-561.58203 -561.58203 -561.58203 ...    0.         0.         0.     ]
1,[-612.8759 -612.8759 -612.8759 ...    0.        0.        0.    ]
1,[-604.3501 -604.3501 -604.3501 ...    0.        0.        0.    ]
1,[-664.8775 -664.8775 -664.8775 ...    0.        0.        0.    ]
1,[-596.3486 -596.3486 -596.3486 ...    0.        0.        0.    ]
1,[-608.55005 -608.55005 -608.55005 ...    0.         0.         0.     ]
1,[-671.40814 -671.40814 -671.40814 ...    0.         0.         0.     ]
1,[-664.88293 -664.88293 -664.88293 ...    0.         0.         0.     ]
1,[-573.2715 -573.2715 -573.2715 ...    0.        0.        0.    ]
1,[-659.88995 -659.88995 -659.88995 ...    0.         0.         0.     ]
1,[-601.6403 -601.6403 -599.2773 ...    0.        0.        0.    ]
1,[-594.3793 -594.3793 -589.5704 ...    0.        0.        0.    ]
1,[-590.3818 -590.3818 -575.4331 ...    0.        0.        0.    ]
1,[-598.9847 -598.9847 -597.469  ...    0.        0.        0.    ]
1,[-604.0158  -604.0158  -597.65906 ...    0.         0.         0.     ]
1,[-604.1032  -604.1032  -603.20276 ...    0.         0.         0.     ]
1,[-596.3181  -596.3181  -594.31573 ...    0.         0.         0.     ]
1,[-605.19006 -605.19006 -595.17206 ...    0.         0.         0.     ]
1,[-591.87665 -591.87665 -586.799   ...    0.         0.         0.     ]
1,[-622.49054 -622.49054 -614.9375  ...    0.         0.         0.     ]
1,[-610.31323 -610.31323 -604.6932  ...    0.         0.         0.     ]
1,[-650.9207  -650.9207  -649.24097 ...    0.         0.         0.     ]
1,[-588.5778 -588.5778 -584.8948 ...    0.        0.        0.    ]
1,[-606.05426 -606.05426 -604.7382  ...    0.         0.         0.     ]
1,[-615.7272 -615.7272 -600.1467 ...    0.        0.        0.    ]
1,[-583.7355  -583.7355  -583.44104 ...    0.         0.         0.     ]
1,[-611.76025 -611.76025 -602.1083  ...    0.         0.         0.     ]
1,[-639.1132  -639.1132  -637.50775 ...    0.         0.         0.     ]
1,[-607.0432 -607.0432 -602.6337 ...    0.        0.        0.    ]
1,[-587.9617  -587.9617  -583.73096 ...    0.         0.         0.     ]
1,[-609.877   -609.877   -607.14264 ...    0.         0.         0.     ]
1,[-619.73456 -536.5097  -406.542   ...    0.         0.         0.     ]
1,[-631.2002 -631.2002 -629.24   ...    0.        0.        0.    ]
1,[-622.2626  -622.2626  -618.61725 ...    0.         0.         0.     ]
1,[-596.18335 -596.18335 -588.95685 ...    0.         0.         0.     ]
1,[-603.7505 -603.7505 -603.0092 ...    0.        0.        0.    ]
1,[-596.8776 -596.8776 -569.4795 ...    0.        0.        0.    ]
1,[-602.4331 -602.4331 -596.9926 ...    0.        0.        0.    ]
1,[-576.5925  -576.5925  -571.51807 ...    0.         0.         0.     ]
1,[-616.7268 -616.7268 -615.5726 ...    0.        0.        0.    ]
1,[-610.61786 -610.61786 -604.27    ...    0.         0.         0.     ]
1,[-596.6127 -596.6127 -596.6127 ...    0.        0.        0.    ]
1,[-611.8345  -611.8345  -602.82666 ...    0.         0.         0.     ]
1,[-608.446   -542.99414 -408.00113 ...    0.         0.         0.     ]
1,[-609.0601  -609.0601  -600.14636 ...    0.         0.         0.     ]
1,[-610.3134  -610.3134  -548.64307 ...    0.         0.         0.     ]
1,[-595.7947  -595.7947  -589.90314 ...    0.         0.         0.     ]
1,[-601.39514 -601.39514 -599.60425 ...    0.         0.         0.     ]
1,[-621.21704 -621.21704 -619.2831  ...    0.         0.         0.     ]
1,[-589.65497 -589.65497 -584.6545  ...    0.         0.         0.     ]
1,[-614.20355 -575.9616  -466.28796 ...    0.         0.         0.     ]
1,[-599.9241 -599.9241 -591.2453 ...    0.        0.        0.    ]
1,[-571.79926 -571.79926 -567.7074  ...    0.         0.         0.     ]
1,[-643.8645 -643.8645 -640.2936 ...    0.        0.        0.    ]
1,[-631.06757 -627.70123 -585.38605 ...    0.         0.         0.     ]
1,[-669.12854 -669.12854 -663.78735 ...    0.         0.         0.     ]
1,[-696.58344 -695.8391  -691.2653  ...    0.         0.         0.     ]
1,[-621.7934  -621.7934  -618.61847 ...    0.         0.         0.     ]
1,[-643.2965  -643.2965  -638.38464 ...    0.         0.         0.     ]
1,[-645.183   -645.183   -641.31726 ...    0.         0.         0.     ]
1,[-673.52155 -673.43225 -667.62506 ...    0.         0.         0.     ]
1,[-646.60126 -646.60126 -642.76843 ...    0.         0.         0.     ]
1,[-612.9857 -612.9857 -611.157  ...    0.        0.        0.    ]
1,[-620.2501  -620.2501  -618.20996 ...    0.         0.         0.     ]
1,[-662.72534 -662.64404 -658.7485  ...    0.         0.         0.     ]
1,[-645.1949 -585.6092 -520.2035 ...    0.        0.        0.    ]
1,[-642.16907 -642.1176  -638.478   ...    0.         0.         0.     ]
1,[-627.1716 -627.1716 -570.6539 ...    0.        0.        0.    ]
1,[-652.8362 -652.7093 -648.9714 ...    0.        0.        0.    ]
1,[-632.3923 -632.374  -628.9922 ...    0.        0.        0.    ]
1,[-644.44946 -644.44946 -638.7309  ...    0.         0.         0.     ]
1,[-659.945   -659.79333 -656.09326 ...    0.         0.         0.     ]
1,[-670.22235 -670.22235 -664.07764 ...    0.         0.         0.     ]
1,[-647.52216 -647.52216 -642.64557 ...    0.         0.         0.     ]
1,[-642.6428 -642.3255 -636.4954 ...    0.        0.        0.    ]
1,[-643.80865 -643.80865 -591.6722  ...    0.         0.         0.     ]
1,[-615.9723  -615.9723  -614.28033 ...    0.         0.         0.     ]
1,[-623.2189 -623.2189 -620.1857 ...    0.        0.        0.    ]
1,[-655.09283 -655.09283 -651.9569  ...    0.         0.         0.     ]
1,[-641.971   -640.14124 -558.3695  ...    0.         0.         0.     ]
1,[-642.7261  -642.7261  -638.02466 ...    0.         0.         0.     ]
1,[-614.6971 -614.6971 -609.914  ...    0.        0.        0.    ]
1,[-659.5232  -659.38464 -654.8295  ...    0.         0.         0.     ]
1,[-632.6517 -632.6517 -629.3239 ...    0.        0.        0.    ]
1,[-629.9564  -629.9564  -627.27295 ...    0.         0.         0.     ]
1,[-665.02954 -638.7161  -573.58527 ...    0.         0.         0.     ]
1,[-655.3749  -655.33405 -649.815   ...    0.         0.         0.     ]
1,[-629.9675  -629.9675  -622.51776 ...    0.         0.         0.     ]
1,[-651.45575 -651.3983  -647.98834 ...    0.         0.         0.     ]
1,[-647.29694 -647.2385  -642.3901  ...    0.         0.         0.     ]
1,[-660.2729 -659.5459 -655.7878 ...    0.        0.        0.    ]
1,[-631.0593 -631.0593 -629.5074 ...    0.        0.        0.    ]
1,[-647.25134 -647.25134 -637.8542  ...    0.         0.         0.     ]
1,[-646.26117 -646.23486 -643.1833  ...    0.         0.         0.     ]
1,[-661.66864 -660.9336  -656.47424 ...    0.         0.         0.     ]
1,[-632.873   -623.07654 -545.0339  ...    0.         0.         0.     ]
1,[-661.9483 -661.7412 -658.2354 ...    0.        0.        0.    ]
1,[-611.24725 -611.24725 -610.0081  ...    0.         0.         0.     ]
1,[-651.01074 -651.01074 -648.2246  ...    0.         0.         0.     ]
1,[-640.21326 -591.46545 -523.1503  ...    0.         0.         0.     ]
1,[-629.69763 -629.6268  -624.807   ...    0.         0.         0.     ]
1,[-663.9792  -663.9792  -657.32965 ...    0.         0.         0.     ]
1,[-638.6897 -638.6897 -635.3428 ...    0.        0.        0.    ]
1,[-630.8838  -630.8838  -628.11426 ...    0.         0.         0.     ]
1,[-641.4926  -641.33905 -637.8714  ...    0.         0.         0.     ]
1,[-549.30096 -549.30096 -549.30096 ...    0.         0.         0.     ]
1,[-547.39215 -547.39215 -542.7389  ...    0.         0.         0.     ]
1,[-578.69293 -578.69293 -578.69293 ...    0.         0.         0.     ]
1,[-565.40607 -565.40607 -565.38916 ...    0.         0.         0.     ]
1,[-538.2466 -538.2466 -538.2466 ...    0.        0.        0.    ]
1,[-545.5311 -545.5311 -545.5311 ...    0.        0.        0.    ]
1,[-557.4812  -557.4812  -555.55945 ...    0.         0.         0.     ]
1,[-563.7702  -563.7702  -561.74805 ...    0.         0.         0.     ]
1,[-565.1434 -565.1434 -565.1434 ...    0.        0.        0.    ]
1,[-549.84906 -549.84906 -549.84906 ...    0.         0.         0.     ]
1,[-560.8267  -560.8267  -557.84766 ...    0.         0.         0.     ]
1,[-552.7335 -552.7335 -552.7335 ...    0.        0.        0.    ]
1,[-559.97296 -559.97296 -559.97296 ...    0.         0.         0.     ]
1,[-552.48444 -552.48444 -552.48444 ...    0.         0.         0.     ]
1,[-545.27124 -545.27124 -542.208   ...    0.         0.         0.     ]
1,[-569.81085 -569.81085 -569.81085 ...    0.         0.         0.     ]
1,[-563.23114 -563.23114 -563.23114 ...    0.         0.         0.     ]
1,[-555.3518 -555.3518 -554.99   ...    0.        0.        0.    ]
1,[-545.50586 -545.50586 -545.50586 ...    0.         0.         0.     ]
1,[-553.68884 -553.68884 -553.68884 ...    0.         0.         0.     ]
1,[-538.8772 -538.8772 -538.8772 ...    0.        0.        0.    ]
1,[-542.9022 -542.9022 -542.9022 ...    0.        0.        0.    ]
1,[-570.7499 -570.7499 -570.7499 ...    0.        0.        0.    ]
1,[-545.0484 -545.0484 -545.0484 ...    0.        0.        0.    ]
1,[-557.43256 -557.43256 -557.43256 ...    0.         0.         0.     ]
1,[-556.33093 -556.33093 -556.33093 ...    0.         0.         0.     ]
1,[-539.4658 -539.4658 -539.4658 ...    0.        0.        0.    ]
1,[-570.39166 -570.39166 -569.7248  ...    0.         0.         0.     ]
1,[-564.4761 -564.4761 -564.4761 ...    0.        0.        0.    ]
1,[-529.96704 -529.96704 -529.96704 ...    0.         0.         0.     ]
1,[-572.8025 -572.8025 -572.5942 ...    0.        0.        0.    ]
1,[-545.30206 -545.30206 -544.7761  ...    0.         0.         0.     ]
1,[-560.68884 -560.68884 -560.68884 ...    0.         0.         0.     ]
1,[-519.61334 -519.61334 -519.61334 ...    0.         0.         0.     ]
1,[-546.36884 -546.36884 -546.36884 ...    0.         0.         0.     ]
1,[-560.3049 -560.3049 -560.3049 ...    0.        0.        0.    ]
1,[-551.0382 -551.0382 -551.0382 ...    0.        0.        0.    ]
1,[-531.5959 -531.5959 -531.5959 ...    0.        0.        0.    ]
1,[-539.98724 -539.98724 -539.9642  ...    0.         0.         0.     ]
1,[-565.08527 -565.08527 -564.2933  ...    0.         0.         0.     ]
1,[-506.91278 -472.52573 -462.1849  ...    0.         0.         0.     ]
1,[-457.2847  -432.08273 -423.36295 ...    0.         0.         0.     ]
1,[-433.02444 -415.17422 -425.96918 ...    0.         0.         0.     ]
